ID,In VCF?,As,Ca,Cd,Co,Cu,Fe,K,Li,Mg,Mn,Mo,Na,Ni,P,Rb,S,Se,Sr,Zn
KAU_2,Imp,3.792136235,18112.94912,0.111725035,13.63086728,20.24109214,37254.05758,18815.92661,13.17772294,9606.295868,381.8059036,1.073642533,20159.29996,21.7623633,1627.075874,80.11334455,379.5470581,0.361481115,392.5861405,92.43349116
KAU_3,Imp,3.792136235,18112.94912,0.111725035,13.63086728,20.24109214,37254.05758,18815.92661,13.17772294,9606.295868,381.8059036,1.073642533,20159.29996,21.7623633,1627.075874,80.11334455,379.5470581,0.361481115,392.5861405,92.43349116
KAU_4,Imp,3.792136235,18112.94912,0.111725035,13.63086728,20.24109214,37254.05758,18815.92661,13.17772294,9606.295868,381.8059036,1.073642533,20159.29996,21.7623633,1627.075874,80.11334455,379.5470581,0.361481115,392.5861405,92.43349116
KILL_S_(A)_1,n,0.102881456,110.1872241,8.932868316,0.055402295,1.679099982,18.79499373,68.42081371,0.008796866,72.30960719,5.935972694,0.021032422,26.14894063,2.397755552,19.27372294,0.639518246,20.7018664,0.529207318,0.701253398,1598.18608
KILL_S_(A)_2,n,0.194361272,326.373782,8.011942405,0.073314688,2.520469727,83.96169962,74.81563008,0.054741676,79.29837984,10.17039119,0.021766284,23.64334834,2.380258367,20.5511665,0.673726745,24.78401481,0.610008552,1.71375805,1622.212975
KILL_S_(A)_3,n,0.127279996,222.0052438,8.549590512,0.054987037,1.864725253,30.26042932,74.94569577,0.034533577,79.14430948,6.691044516,0.020655871,26.43521015,2.302550203,19.76636424,0.653769161,26.82195489,0.537682925,0.937156269,1853.267796
KVA_1,n,0.430923922,53.31908966,0.00394602,0.119723009,2.055994686,31.42692702,11.6644934,0.026570927,38.40365081,7.728340267,0.017121258,122.8863125,0.139318757,3.377013612,0.005738446,26.97577627,2.726175179,0.487031369,8.921892587
KVA_10,Avg,0.454532585,44.37221029,0.004353247,0.120944455,1.469769008,27.05050161,10.26969195,0.026271724,36.9595173,7.103005949,0.017464338,117.8946404,0.112801258,3.339296779,0.008562408,18.60922695,2.519405174,0.461275259,3.614183047
KVA_2,y,0.457574154,38.06954327,0.003571428,0.120447068,1.134285163,25.16154795,8.539358892,0.026429399,35.79048156,6.701958341,0.016539803,116.1897515,0.096896779,2.690254344,0.00629636,16.82951987,2.509021069,0.457996478,0.399821523
KVA_3,y,0.475099679,41.72799795,0.005542292,0.122663287,1.219027174,24.56302985,10.60522355,0.025814845,36.68441954,6.878719238,0.018731954,114.6078572,0.102188237,3.95062238,0.013652417,12.02238472,2.323019275,0.43879793,1.52083503
LAB_1,y,0.201958279,604.2841132,1.233460595,0.047457297,2.48407693,146.0669176,28.19607425,0.007451941,18.38601326,25.98055177,0.009190906,35.639706,0.645530429,6.326231916,0.093482196,22.3173186,0.49964169,2.773716683,246.6069072
LAB_2,y,0.146123535,625.1317336,0.924113383,0.049085747,2.311996321,140.9116483,29.24279358,0.009639815,19.37871605,26.67015704,0.009318871,41.47243241,0.622877765,4.856541384,0.097634971,46.75326434,0.306557783,2.798741766,134.1961769
LAB_3,y,0.188766288,642.5619506,1.205336887,0.050037249,2.619192654,143.406639,28.7532212,0.007746678,18.84934093,26.31384075,0.00972213,36.41052167,0.659636923,6.343555236,0.100806981,30.17390098,0.312640282,2.888472981,214.160449
LAB_4,Avg,0.16625246,597.8555591,1.197257449,0.033464596,1.814850987,87.60144477,29.0644175,0.006055528,20.29184372,17.21151655,0.007091918,12.8738937,0.465440895,4.549946884,0.170879764,25.51664134,0.276191758,2.889526019,206.9307634
LAB_5,Avg,0.16625246,597.8555591,1.197257449,0.033464596,1.814850987,87.60144477,29.0644175,0.006055528,20.29184372,17.21151655,0.007091918,12.8738937,0.465440895,4.549946884,0.170879764,25.51664134,0.276191758,2.889526019,206.9307634
LAB_6,Avg,0.16625246,597.8555591,1.197257449,0.033464596,1.814850987,87.60144477,29.0644175,0.006055528,20.29184372,17.21151655,0.007091918,12.8738937,0.465440895,4.549946884,0.170879764,25.51664134,0.276191758,2.889526019,206.9307634
LAB_7,Avg,0.16625246,597.8555591,1.197257449,0.033464596,1.814850987,87.60144477,29.0644175,0.006055528,20.29184372,17.21151655,0.007091918,12.8738937,0.465440895,4.549946884,0.170879764,25.51664134,0.276191758,2.889526019,206.9307634
LAB_8,Avg,0.16625246,597.8555591,1.197257449,0.033464596,1.814850987,87.60144477,29.0644175,0.006055528,20.29184372,17.21151655,0.007091918,12.8738937,0.465440895,4.549946884,0.170879764,25.51664134,0.276191758,2.889526019,206.9307634
LAB_B_1,n,0.136863851,590.3716085,1.059262006,0.024801894,1.272314024,49.68784846,23.43412784,0.006517552,19.38478221,9.592020725,0.007767515,6.322317315,0.282664608,2.437893575,0.162276826,15.45056938,0.221495473,3.071152916,172.4197109
LAB_B_2,n,0.11697698,594.0715783,0.926552642,0.019314229,1.365500345,48.17327369,24.95728265,0.006402003,19.47616802,9.643732922,0.005408752,6.648911578,0.283880481,2.289447675,0.160390546,32.86000244,0.165436799,3.04048015,143.0843291
LAB_B_3,n,0.150640271,636.0161018,1.153085619,0.02193632,1.541108355,50.64994599,26.72822846,0.004950969,20.94975298,10.88480383,0.004599572,4.810335592,0.32236659,2.580952607,0.18064517,35.83932369,0.170564406,3.193580983,186.8500795
LAB-A_1,n,0.225186317,572.536635,1.49560045,0.035562426,2.319670853,89.46597408,43.46650829,0.004334466,25.0018313,11.95037197,0.007656558,7.848267007,0.508824567,7.304482026,0.144076134,28.67006145,0.366469052,2.475804642,316.3717249
LAB-A_2,n,0.149283067,623.7560322,1.031126393,0.040951654,2.311749363,90.15958776,44.57459045,0.006929668,26.41828045,12.06382526,0.009766446,9.049197691,0.479696534,5.709125064,0.152510131,44.8777913,0.269821759,2.840791939,155.4312756
LAB-A_3,n,0.223609498,579.7616045,1.498195496,0.03117914,2.361716366,61.1438099,44.67390496,0.004644647,25.90248503,10.96464225,0.007628027,8.195786226,0.492266565,7.07604961,0.150420185,47.7036373,0.463438427,1.635580129,317.3392953
LAB-C_1,n,0.165144551,596.4957121,1.284672567,0.021654963,1.198719338,82.54405688,17.07486831,0.005379882,19.38031336,16.30383361,0.004607714,3.596870321,0.343834765,3.203750134,0.301709978,-10.97580177,0.283647428,3.39864531,236.9125158
LAB-C_2,n,0.10907345,595.3573024,0.900851882,0.023240357,1.152958572,81.31787315,16.66235079,0.005663045,19.93321537,15.92656113,0.004657106,4.028977658,0.316569273,2.885815789,0.279796691,19.71313258,0.159514754,3.407337334,117.9064583
LAB-C_3,n,0.162536032,551.7798313,1.204737881,0.021491319,1.106270784,58.54187935,16.32114526,0.005065219,20.01365619,15.12173396,0.004574664,9.948160399,0.326181367,3.025145407,0.285581203,5.861289855,0.106558019,3.19502725,216.689709
LAB-D_1,n,0.221543711,596.219967,1.691147993,0.041862798,1.818975249,90.9440914,31.5285468,0.005159751,17.61831743,22.69039745,0.007588603,7.004056692,0.587817671,5.921360418,0.149654787,16.69762075,0.342551237,2.847753337,303.7074049
LAB-D_2,n,0.142661565,559.4019056,1.117700921,0.035033623,1.662711993,88.48724032,30.29479374,0.005863801,17.1881539,21.33877668,0.00667775,7.54592584,0.539137059,4.202747124,0.15140172,21.5017395,0.2548948,2.823755717,159.6856019
LAB-D_3,n,0.153419501,600.0873103,1.23301702,0.038359918,1.695803662,92.52088572,30.05782586,0.005083478,16.49662939,22.72749889,0.007214153,4.586939061,0.570328827,4.086105297,0.152808941,25.30576974,0.219644465,2.952049144,182.5998131
LAE_1,Imp,4.044960526,18664.77253,0.140737833,14.23158522,20.5705681,37204.32029,18442.14345,13.21686667,9657.745616,399.4342067,1.847516941,19738.28704,22.36661149,1648.681295,85.68928059,432.3560108,0.308605129,362.8423301,104.2728774
LAE_2,Imp,4.044960526,18664.77253,0.140737833,14.23158522,20.5705681,37204.32029,18442.14345,13.21686667,9657.745616,399.4342067,1.847516941,19738.28704,22.36661149,1648.681295,85.68928059,432.3560108,0.308605129,362.8423301,104.2728774
LAE_3,Imp,4.044960526,18664.77253,0.140737833,14.23158522,20.5705681,37204.32029,18442.14345,13.21686667,9657.745616,399.4342067,1.847516941,19738.28704,22.36661149,1648.681295,85.68928059,432.3560108,0.308605129,362.8423301,104.2728774
LAE_4,Imp,4.044960526,18664.77253,0.140737833,14.23158522,20.5705681,37204.32029,18442.14345,13.21686667,9657.745616,399.4342067,1.847516941,19738.28704,22.36661149,1648.681295,85.68928059,432.3560108,0.308605129,362.8423301,104.2728774
LAL_1,y,1.3,976.1,0,0.1,2.7,260.3,469.8,0,516.9,25.7,0.2,559.6,0.4,83.9,0.2,215.7,0,17,11.4
LAL_2,y,0.6,782,0,0.1,2.2,94.4,74.4,0,163.1,5.1,0,74.6,0.3,32.3,0.1,173.7,0,16.4,7.3
LAL_3,y,1.1,434.4,0.1,0.3,8.2,174.6,146,0.1,297,2.8,0.1,349.7,1.3,34.7,0.1,344.9,0,5.6,10.2
LAL_4,Avg,1,730.8333333,0.033333333,0.166666667,4.366666667,176.4333333,230.0666667,0.033333333,325.6666667,11.2,0.1,327.9666667,0.666666667,50.3,0.133333333,244.7666667,0,13,9.633333333
LAM_11_1,n,0.322283811,337.8055514,3.26448536,0.087824513,5.71980876,205.7410648,15.33079713,0.004796377,71.68655453,37.88030757,0.009026345,6.8879718,1.316556194,8.26885969,0.188209863,7.7371429,0.725142321,1.029756667,1003.353101
LAM_11_2,n,0.23454364,422.7792511,2.236086087,0.086802801,5.39978985,211.263428,15.29736138,0.00211838,77.59340639,39.39502628,0.009166267,7.84268747,1.224683339,6.267769996,0.193930803,18.94947028,0.686514421,1.017505191,422.8105342
LAM_11_3,n,0.347796851,341.898239,3.01446077,0.076708891,5.065979854,186.1571699,15.57391041,0.015597792,62.02859258,31.23102195,0.0078697,4.931972431,1.120854549,8.996135021,0.21128149,12.51292045,0.519039676,0.880151804,1212.836224
LAW_1,Imp,10.19894998,7346.902964,0.274987731,10.99792216,18.24482903,34278.04745,15083.59278,16.84663009,7854.898798,605.5581074,1.144850699,14241.80772,26.65075088,1547.728627,73.47904306,409.1013604,0.730920326,158.3402213,87.04659379
LAW_2,Imp,10.19894998,7346.902964,0.274987731,10.99792216,18.24482903,34278.04745,15083.59278,16.84663009,7854.898798,605.5581074,1.144850699,14241.80772,26.65075088,1547.728627,73.47904306,409.1013604,0.730920326,158.3402213,87.04659379
LAW_3,Imp,10.19894998,7346.902964,0.274987731,10.99792216,18.24482903,34278.04745,15083.59278,16.84663009,7854.898798,605.5581074,1.144850699,14241.80772,26.65075088,1547.728627,73.47904306,409.1013604,0.730920326,158.3402213,87.04659379
LAW_4,Imp,10.19894998,7346.902964,0.274987731,10.99792216,18.24482903,34278.04745,15083.59278,16.84663009,7854.898798,605.5581074,1.144850699,14241.80772,26.65075088,1547.728627,73.47904306,409.1013604,0.730920326,158.3402213,87.04659379
LAW_5,Imp,10.19894998,7346.902964,0.274987731,10.99792216,18.24482903,34278.04745,15083.59278,16.84663009,7854.898798,605.5581074,1.144850699,14241.80772,26.65075088,1547.728627,73.47904306,409.1013604,0.730920326,158.3402213,87.04659379
LAW_6,Imp,10.19894998,7346.902964,0.274987731,10.99792216,18.24482903,34278.04745,15083.59278,16.84663009,7854.898798,605.5581074,1.144850699,14241.80772,26.65075088,1547.728627,73.47904306,409.1013604,0.730920326,158.3402213,87.04659379
LAW_7,Imp,10.19894998,7346.902964,0.274987731,10.99792216,18.24482903,34278.04745,15083.59278,16.84663009,7854.898798,605.5581074,1.144850699,14241.80772,26.65075088,1547.728627,73.47904306,409.1013604,0.730920326,158.3402213,87.04659379
LAW_8,Imp,10.19894998,7346.902964,0.274987731,10.99792216,18.24482903,34278.04745,15083.59278,16.84663009,7854.898798,605.5581074,1.144850699,14241.80772,26.65075088,1547.728627,73.47904306,409.1013604,0.730920326,158.3402213,87.04659379
LER_1,n,0.787040892,720.9111756,0.020198907,0.29981977,25.4613701,545.8378815,282.9374191,0.059605973,1054.937959,15.40878648,0.525896141,5890.523332,0.579299407,70.87715762,0.051234646,212.9878429,0.32830324,8.772991228,22.4518132
LER_2a,n,0.860242059,833.6248776,0.037131426,0.38526378,29.72034549,616.927095,357.8472498,0.07377559,1310.67789,19.46318173,0.714820827,7884.03301,0.723364796,71.3361862,0.061930885,250.9863825,0.296910069,10.21134292,37.56736033
LER_2b,n,1.050553278,776.6911875,0.110612551,0.371651039,29.61139951,564.0894629,330.0500271,0.068731367,1308.410684,18.57815644,0.671419807,7384.184082,0.672609699,81.68338713,0.068176748,256.9829345,0.318418771,10.0984527,31.26797552
LI22,n,0.2,958,0.2,0.2,7.1,74.7,400.5,0.1,1062.8,40.1,0,1101.4,4.2,68.9,0.3,67.4,0,10.5,103.9
LinB_1,n,6.018695207,2166.856184,0.909156792,1.002092401,4.010161889,91.71612128,429.468119,0.032191563,1784.6444,378.5355502,0.134828299,2876.759774,2.509229544,146.1667154,0.251133643,759.2375241,0.483502067,64.11768208,180.2967784
LinB_2a,n,4.64679887,2233.337927,0.74780049,1.077030755,3.682189401,105.7102028,458.6375464,0.036687457,1930.025778,426.6194205,0.138835583,3121.618646,2.461069239,127.5254689,0.262311031,777.0267443,0.530366408,70.29766138,128.25377
LinB_2b,n,6.555807545,2166.139804,0.91486619,1.00909847,3.582280479,71.05076797,419.8381069,0.032796602,1852.572022,427.5570001,0.134028864,2809.888788,2.435773829,163.4870517,0.253548245,814.8250525,0.41078615,65.76712575,195.4793892
LNL_1,y,0.360144189,363.7213089,0.048040851,0.071803719,22.87304131,89.31325508,12.25855993,0.000684501,17.47298939,12.15094307,0.009224345,8.573440455,0.858875538,7.808518512,0.096703455,14.05466276,0.940395275,1.050652328,7.615114634
LNL_2,y,0.374000378,421.3773741,0.036806741,0.070292506,9.861401046,104.1208155,11.32804393,0.001129486,19.72871208,13.49826819,0.009708426,9.005424782,0.95682802,5.980890564,0.093841162,25.50028052,0.812747698,1.085672446,7.761503273
LNL_3,y,0.436147785,417.2100694,0.060668872,0.075810909,11.6853534,101.7363858,14.5067979,0.000800276,19.34192251,13.65400173,0.010203872,8.17906392,0.995611949,10.33593612,0.097453801,17.53849991,0.917195207,1.049599301,9.478346979
LNL_8,Avg,0.390097451,400.7695841,0.048505488,0.072635711,14.80659859,98.39015213,12.69780059,0.000871421,18.84787466,13.101071,0.009712214,8.585976386,0.937105169,8.041781732,0.095999473,19.03114773,0.890112727,1.061974692,8.284988295
LOC_1,Imp,11.3411603,6301.592238,0.374346124,12.49241656,7.823830172,34956.1265,14006.25497,18.16723423,8016.934611,632.1723977,0.98638377,16802.56027,19.17747324,1432.042492,67.66383166,432.7431159,0.539715604,159.4744662,82.34061305
LOS_1,y,1.316196573,697.3482019,0.044957693,0.021974741,0.805041758,100.7623104,205.8110246,0.014135828,173.2393117,4.475086335,0.089158923,409.9025574,0.143303854,72.41057948,0.046356843,124.8497257,0.035588375,5.726110358,4.854050108
LOS_2,y,0.858399228,752.5602834,0.035904874,0.024202887,0.798726829,101.6996781,226.013734,0.016429832,184.837461,4.510716498,0.096076435,454.9930248,0.137734234,50.29324753,0.049579881,125.2164761,0.114827594,5.981979449,2.838837679
LOS_3,n,1.260821637,651.3789031,0.04728886,0.024254757,0.844950047,100.9956718,201.9998007,0.013847601,169.6406725,3.981679089,0.08587892,407.1874837,0.141096713,61.63233434,0.051810917,116.7236249,0.060179554,5.484940445,5.3852359
LOS_6,Avg,1.145139146,700.4291295,0.042717142,0.023477462,0.816239545,101.1525534,211.2748531,0.01480442,175.9058151,4.322493974,0.090371426,424.0276886,0.1407116,61.44538712,0.049249214,122.2632756,0.070198508,5.731010084,4.359374562
LUT_1,Imp,10.87595739,6410.170899,0.824569635,8.726865363,16.2164299,22061.68343,15516.2993,10.93114915,5502.323812,826.163623,1.000007962,3652.456205,21.79486186,1133.796673,66.70857362,381.5499795,0.463598715,56.52879597,106.8303434
LUT_2,Imp,10.87595739,6410.170899,0.824569635,8.726865363,16.2164299,22061.68343,15516.2993,10.93114915,5502.323812,826.163623,1.000007962,3652.456205,21.79486186,1133.796673,66.70857362,381.5499795,0.463598715,56.52879597,106.8303434
LUT_3,Imp,10.87595739,6410.170899,0.824569635,8.726865363,16.2164299,22061.68343,15516.2993,10.93114915,5502.323812,826.163623,1.000007962,3652.456205,21.79486186,1133.796673,66.70857362,381.5499795,0.463598715,56.52879597,106.8303434
LUT_4,Imp,10.87595739,6410.170899,0.824569635,8.726865363,16.2164299,22061.68343,15516.2993,10.93114915,5502.323812,826.163623,1.000007962,3652.456205,21.79486186,1133.796673,66.70857362,381.5499795,0.463598715,56.52879597,106.8303434
LUT_5,Imp,10.87595739,6410.170899,0.824569635,8.726865363,16.2164299,22061.68343,15516.2993,10.93114915,5502.323812,826.163623,1.000007962,3652.456205,21.79486186,1133.796673,66.70857362,381.5499795,0.463598715,56.52879597,106.8303434
LUT_6a,Imp,10.87595739,6410.170899,0.824569635,8.726865363,16.2164299,22061.68343,15516.2993,10.93114915,5502.323812,826.163623,1.000007962,3652.456205,21.79486186,1133.796673,66.70857362,381.5499795,0.463598715,56.52879597,106.8303434
LUT_6b,Imp,10.87595739,6410.170899,0.824569635,8.726865363,16.2164299,22061.68343,15516.2993,10.93114915,5502.323812,826.163623,1.000007962,3652.456205,21.79486186,1133.796673,66.70857362,381.5499795,0.463598715,56.52879597,106.8303434
LUT_7,Imp,10.87595739,6410.170899,0.824569635,8.726865363,16.2164299,22061.68343,15516.2993,10.93114915,5502.323812,826.163623,1.000007962,3652.456205,21.79486186,1133.796673,66.70857362,381.5499795,0.463598715,56.52879597,106.8303434
LUT_8,Imp,10.87595739,6410.170899,0.824569635,8.726865363,16.2164299,22061.68343,15516.2993,10.93114915,5502.323812,826.163623,1.000007962,3652.456205,21.79486186,1133.796673,66.70857362,381.5499795,0.463598715,56.52879597,106.8303434
LW10-290720,n,0.2,1607.7,0.1,0.3,4.2,492.6,849.3,0.1,1992.8,32.3,0.4,6236.1,2.1,98.9,0.5,310.9,0,23.5,23.9
LW8-200720,n,0.2,451.3,0,0.3,4.1,271.5,281.3,0.1,526.6,21.6,0.3,531.9,0.8,18.1,0.4,14.2,0.1,4.2,3
LW9-290720,n,0.2,1222.2,0.1,0.5,5.7,318.2,835.9,0.2,2412.7,98.8,0.2,5082.4,1.9,82.5,0.6,220.5,0,21,31.6
MAG_1,n,0.420165975,450.9851666,0.018122996,0.124042027,1.431571199,336.9564994,118.6765279,0.018931097,282.587711,225.7059574,0.26140568,811.0969291,0.306835294,45.56241811,0.048875389,162.8473636,0.507255836,5.021492069,5.434219664
MAG_2,n,0.441788935,426.7092282,0.017937251,0.101659201,1.437222644,314.0228553,103.5859993,0.01766987,248.2177665,181.4747513,0.238080954,682.016298,0.287790163,45.12515937,0.043436446,125.0768228,0.409497354,4.776809491,12.30819218
MAG_3,n,0.511287915,430.0439846,0.020778281,0.107931994,1.596347491,321.0992666,114.7824321,0.017454678,276.0254168,212.3012962,0.267829704,781.9597062,0.304651328,52.75999765,0.046423137,145.9813382,0.484485526,5.029700212,7.387359843
MAL_1,n,0.573067517,557.2990891,2.040125566,0.054834929,4.207846391,232.0562067,20.02991702,0.000731913,5.010591434,14.45673019,0.01702525,10.48227585,0.89348266,16.30479935,0.104529675,22.61935247,1.160953727,0.27570796,84.77841349
MAL_2,n,0.469485899,583.2038234,1.70252605,0.061489713,2.969715993,231.8662853,19.522773,0.001184642,5.068475002,15.1685871,0.016545067,9.153182128,0.865963161,13.90659874,0.107902028,24.01403316,1.03350515,0.268294632,57.61340445
MAL_3,n,0.592586517,593.0630068,2.141102539,0.058008885,3.112780185,239.3968981,19.85674131,0.001123365,4.409090384,14.63738262,0.017565077,6.723515249,0.904001258,16.10433327,0.112559135,35.49960969,1.017594779,0.248721899,86.22492138
MEL_1,Imp,1.415656127,18426.36291,0.042364931,7.894598926,5.864178066,30136.60789,14465.10872,8.881716674,10760.1555,263.9337836,1.080052037,16807.20907,18.51292887,903.4537283,64.57069096,286.3335099,0.289031071,223.9306428,52.84276451
MEL_2,Imp,1.415656127,18426.36291,0.042364931,7.894598926,5.864178066,30136.60789,14465.10872,8.881716674,10760.1555,263.9337836,1.080052037,16807.20907,18.51292887,903.4537283,64.57069096,286.3335099,0.289031071,223.9306428,52.84276451
MELS_1,n,0.479063185,203.8307406,0.003113704,0.059626283,2.855657796,53.28016472,81.85429805,0.063922171,220.5242979,1.615663997,0.018852741,1993.395919,0.126526691,10.66246162,0.012864627,184.9257324,0.431413298,3.238441285,7.358965901
MELS_2,n,0.454915034,200.150219,0.001236269,0.06168002,3.015507844,69.83469745,86.15870211,0.074043152,234.1299802,1.765001302,0.02058089,2076.229237,0.132542271,10.47866654,0.019181984,188.4153054,0.448034302,3.310179344,3.638660639
MELS_3,n,0.551842203,209.5656,0.002345768,0.058116293,2.927180616,45.5089192,82.95113829,0.067421936,225.847041,1.613396917,0.018589848,2002.489397,0.132114506,11.88976246,0.013656621,190.3841427,0.459877587,3.244626768,6.495759272
menai_1,n,1.410069402,482.5061179,0.027713303,0.01887101,13.06106327,79.93853791,301.1325966,0.15432989,393.9877593,4.103892844,0.110166612,3222.726722,0.752713907,39.91133617,0.440167344,315.7846128,0.571873333,4.009846423,73.56508217
menai_2,n,1.00636952,500.4601465,0.012846031,0.017533499,12.17020025,76.05649237,313.0242527,0.159722663,396.193398,3.645563368,0.110603905,3420.165893,0.691992366,30.829531,0.44350053,303.3113083,0.286606277,4.124426282,42.80576081
menai_3,n,0.951764383,524.0192578,0.013590326,0.021701121,12.71824247,82.2287197,322.21151,0.174636675,409.2742906,3.617994984,0.108598445,3464.093852,0.698441378,29.67448367,0.462159819,283.3931012,0.50651437,4.236174581,42.58380825
NEI_1,y,0.544940515,329.1983833,0.043480261,0.162141562,4.513785286,830.4947294,265.064704,0.094556089,546.5569773,19.45992937,0.382953268,1672.636268,1.706152018,46.09231572,0.236345783,539.3879694,0.77013374,3.09721516,9.128043255
NEI_2,n,0.405256035,330.4275698,0.033571517,0.158256538,4.313354441,879.5108908,278.4868622,0.099128691,565.4325989,15.56423289,0.381686032,1759.95751,1.626962011,45.64287351,0.236949819,451.9398301,0.436722279,3.254033071,4.503336437
NEI_3,y,0.546712148,333.6138671,0.045889928,0.185579286,4.61580353,808.6173675,272.3144344,0.087975403,584.1564143,15.04809719,0.373414171,1773.25346,1.684013806,47.872671,0.243273284,538.524321,0.764099951,3.319996256,8.353554139
NEI_8,Avg,0.498969566,331.0799401,0.040980569,0.168659129,4.480981086,839.5409959,271.9553335,0.093886728,565.3819968,16.69075315,0.379351157,1735.282413,1.672375945,46.53595341,0.238856295,509.9507068,0.656985323,3.223748162,7.328311277
NEI_9,Avg,0.498969566,331.0799401,0.040980569,0.168659129,4.480981086,839.5409959,271.9553335,0.093886728,565.3819968,16.69075315,0.379351157,1735.282413,1.672375945,46.53595341,0.238856295,509.9507068,0.656985323,3.223748162,7.328311277
NEN_1,y,0.214857291,84.90211167,3.386671304,0.028914065,3.061713651,15.38118676,6.127372398,0.00257303,11.66220675,2.480954255,0.004696853,1.38158732,0.711232771,4.797824667,0.205569251,-16.91430692,0.166010517,0.350042279,1341.274026
NEN_2,n,0.201207872,57.07507467,3.353445404,0.027613601,3.011005807,12.20689866,5.691842857,0.00234497,11.01411083,2.237208512,0.004430353,0.786341195,0.683374176,4.252554495,0.190971665,-9.792012446,0.17652371,0.255780666,1372.008072
NEN_200,y,0.392445356,95.93807667,2.713811234,0.034006778,2.529105971,70.77666621,9.807608603,0.003761848,16.43097086,4.479651811,0.002883424,-0.277801628,0.680087721,10.14153354,0.290687134,-24.75773642,0.121966093,0.295636301,1500.060889
NEN_3,y,0.181694155,87.40706306,3.159076342,0.027199229,2.917241148,11.55160902,6.305967945,0.002349672,11.67053411,2.185765452,0.004217895,0.87938163,0.682594679,4.872353292,0.198868224,-8.567949807,0.155003071,0.306865856,1294.63082
NEN_300,y,0.321650695,80.41666944,3.348457606,0.048321467,2.977643482,47.9203738,8.966887034,0.001895624,14.37605367,4.891753938,0.004522113,2.32609581,0.997450479,8.837400398,0.243283403,11.30128762,0.203571495,0.259991831,1810.008389
NEN_4,Avg,0.280206117,84.29226164,3.053715753,0.039245459,2.783313364,40.6100536,8.437448298,0.003984109,14.41772301,3.967947456,0.004017277,1.331709359,0.817004957,7.599590428,0.252964345,-5.37684651,0.155555946,0.278923246,1471.036614
NEN_5,Avg,0.280206117,84.29226164,3.053715753,0.039245459,2.783313364,40.6100536,8.437448298,0.003984109,14.41772301,3.967947456,0.004017277,1.331709359,0.817004957,7.599590428,0.252964345,-5.37684651,0.155555946,0.278923246,1471.036614
NEN_6,Avg,0.280206117,84.29226164,3.053715753,0.039245459,2.783313364,40.6100536,8.437448298,0.003984109,14.41772301,3.967947456,0.004017277,1.331709359,0.817004957,7.599590428,0.252964345,-5.37684651,0.155555946,0.278923246,1471.036614
NENT-B_2a,n,0.264394271,89.29320215,2.032069633,0.039904034,2.291849581,72.54209666,10.01426391,0.012383857,16.52419792,4.638201858,0.002989889,-0.103360889,0.679944338,8.182814322,0.293303406,-27.81217848,0.138336769,0.257905089,862.2845995
NENT-B_2b,n,0.35793595,79.14411518,2.766875454,0.032474194,2.292811384,61.18724137,9.55695457,0.004290959,14.42488093,4.068721486,0.002947277,-0.747162919,0.669303142,10.87725789,0.280989832,-19.56281173,0.10034908,0.215817933,1661.997461
NENT-C_2,n,0.244540992,86.22202088,2.687912629,0.056384831,2.966123915,46.36558118,9.117351794,0.002470948,16.16890394,5.27811524,0.004507354,2.93957867,1.053602598,6.463408129,0.272457288,14.96438155,0.187697196,0.274120286,1155.294165
NENT-C_3,n,0.343128471,98.23202103,4.035122169,0.058390935,3.00232534,27.55882876,10.34878557,0.003786071,17.48764805,5.451154555,0.004960333,4.800725043,1.195454709,9.971167121,0.300548905,32.74970804,0.150545581,0.294148976,2241.771108
ODN_1,y,0.6,392.5,6.2,0.1,9.2,11.9,34.8,0,15.2,5.4,3.4,6.1,3.5,22.1,0.1,22.8,0.1,1.6,1147.5
ODN_10,Avg,0.933333333,453.4,26.96666667,0.166666667,16.23333333,14.7,70.96666667,0,24.3,3.7,1.633333333,6.9,10,22.96666667,0.2,49.63333333,0.2,1.866666667,1444.266667
ODN_2,Avg,0.933333333,453.4,26.96666667,0.166666667,16.23333333,14.7,70.96666667,0,24.3,3.7,1.633333333,6.9,10,22.96666667,0.2,49.63333333,0.2,1.866666667,1444.266667
ODN_4,y,0.4,650.9,54.4,0.3,3.9,18.9,136.2,0,44.4,2.7,0.3,10.2,19.7,26.6,0.3,38.4,0.2,3,1176
ODN_5,Avg,0.933333333,453.4,26.96666667,0.166666667,16.23333333,14.7,70.96666667,0,24.3,3.7,1.633333333,6.9,10,22.96666667,0.2,49.63333333,0.2,1.866666667,1444.266667
ODN_6,Avg,0.933333333,453.4,26.96666667,0.166666667,16.23333333,14.7,70.96666667,0,24.3,3.7,1.633333333,6.9,10,22.96666667,0.2,49.63333333,0.2,1.866666667,1444.266667
ODN_7,y,1.8,316.8,20.3,0.1,35.6,13.3,41.9,0,13.3,3,1.2,4.4,6.8,20.2,0.2,87.7,0.3,1,2009.3
ODN_9,Avg,0.933333333,453.4,26.96666667,0.166666667,16.23333333,14.7,70.96666667,0,24.3,3.7,1.633333333,6.9,10,22.96666667,0.2,49.63333333,0.2,1.866666667,1444.266667
ONI,n,0.2,940.3,0.1,0.3,3.6,136.4,130.7,0,540,18.4,0,1107.7,0.7,22.3,0,119.3,0,8.1,15.1
OSW_1,y,0.5,886.9,0.1,0.5,8,113.8,245.8,0.1,316.5,22.8,0,289.3,14.4,15.6,0.4,-3.7,0,4.8,10.5
